num: 2 | cnt: 2 | st: 1 | dp[num][cnt][st]: 1
num: 7 | cnt: 3 | st: 4 | dp[num][cnt][st]: 0
num: 7 | cnt: 3 | st: 5 | dp[num][cnt][st]: 0
num: 7 | cnt: 3 | st: 6 | dp[num][cnt][st]: 0
num: 7 | cnt: 4 | st: 1 | dp[num][cnt][st]: 3
num: 7 | cnt: 4 | st: 2 | dp[num][cnt][st]: 0
num: 7 | cnt: 4 | st: 3 | dp[num][cnt][st]: 0
num: 7 | cnt: 4 | st: 4 | dp[num][cnt][st]: 0
num: 7 | cnt: 4 | st: 5 | dp[num][cnt][st]: 0
num: 7 | cnt: 4 | st: 6 | dp[num][cnt][st]: 0
num: 7 | cnt: 5 | st: 1 | dp[num][cnt][st]: 2
num: 7 | cnt: 5 | st: 2 | dp[num][cnt][st]: 0
num: 7 | cnt: 5 | st: 3 | dp[num][cnt][st]: 0
num: 7 | cnt: 5 | st: 4 | dp[num][cnt][st]: 0
num: 7 | cnt: 5 | st: 5 | dp[num][cnt][st]: 0
num: 7 | cnt: 5 | st: 6 | dp[num][cnt][st]: 0
num: 7 | cnt: 6 | st: 1 | dp[num][cnt][st]: 1
num: 7 | cnt: 6 | st: 2 | dp[num][cnt][st]: 0
num: 7 | cnt: 6 | st: 3 | dp[num][cnt][st]: 0
num: 7 | cnt: 6 | st: 4 | dp[num][cnt][st]: 0
num: 7 | cnt: 6 | st: 5 | dp[num][cnt][st]: 0
num: 7 | cnt: 6 | st: 6 | dp[num][cnt][st]: 0
num: 7 | cnt: 7 | st: 1 | dp[num][cnt][st]: 1
num: 7 | cnt: 7 | st: 2 | dp[num][cnt][st]: 0
num: 7 | cnt: 7 | st: 3 | dp[num][cnt][st]: 0
num: 7 | cnt: 7 | st: 4 | dp[num][cnt][st]: 0
num: 7 | cnt: 7 | st: 5 | dp[num][cnt][st]: 0
num: 7 | cnt: 7 | st: 6 | dp[num][cnt][st]: 0
num: 8 | cnt: 2 | st: 1 | dp[num][cnt][st]: 1
num: 8 | cnt: 2 | st: 2 | dp[num][cnt][st]: 1
num: 8 | cnt: 2 | st: 3 | dp[num][cnt][st]: 1
num: 8 | cnt: 2 | st: 4 | dp[num][cnt][st]: 1
num: 8 | cnt: 2 | st: 5 | dp[num][cnt][st]: 0
num: 8 | cnt: 2 | st: 6 | dp[num][cnt][st]: 0
num: 8 | cnt: 2 | st: 7 | dp[num][cnt][st]: 0
num: 8 | cnt: 3 | st: 1 | dp[num][cnt][st]: 3
num: 8 | cnt: 3 | st: 2 | dp[num][cnt][st]: 2
num: 8 | cnt: 3 | st: 3 | dp[num][cnt][st]: 0
num: 8 | cnt: 3 | st: 4 | dp[num][cnt][st]: 0
num: 8 | cnt: 3 | st: 5 | dp[num][cnt][st]: 0
num: 8 | cnt: 3 | st: 6 | dp[num][cnt][st]: 0
num: 8 | cnt: 3 | st: 7 | dp[num][cnt][st]: 0
num: 8 | cnt: 4 | st: 1 | dp[num][cnt][st]: 4
num: 8 | cnt: 4 | st: 2 | dp[num][cnt][st]: 1
num: 8 | cnt: 4 | st: 3 | dp[num][cnt][st]: 0
num: 8 | cnt: 4 | st: 4 | dp[num][cnt][st]: 0
num: 8 | cnt: 4 | st: 5 | dp[num][cnt][st]: 0
num: 8 | cnt: 4 | st: 6 | dp[num][cnt][st]: 0
num: 8 | cnt: 4 | st: 7 | dp[num][cnt][st]: 0
num: 8 | cnt: 5 | st: 1 | dp[num][cnt][st]: 3
num: 8 | cnt: 5 | st: 2 | dp[num][cnt][st]: 0
num: 8 | cnt: 5 | st: 3 | dp[num][cnt][st]: 0
num: 8 | cnt: 5 | st: 4 | dp[num][cnt][st]: 0
num: 8 | cnt: 5 | st: 5 | dp[num][cnt][st]: 0
num: 8 | cnt: 5 | st: 6 | dp[num][cnt][st]: 0
num: 8 | cnt: 5 | st: 7 | dp[num][cnt][st]: 0
num: 8 | cnt: 6 | st: 1 | dp[num][cnt][st]: 2
num: 8 | cnt: 6 | st: 2 | dp[num][cnt][st]: 0
num: 8 | cnt: 6 | st: 3 | dp[num][cnt][st]: 0
num: 8 | cnt: 6 | st: 4 | dp[num][cnt][st]: 0
num: 8 | cnt: 6 | st: 5 | dp[num][cnt][st]: 0
num: 8 | cnt: 6 | st: 6 | dp[num][cnt][st]: 0
num: 8 | cnt: 6 | st: 7 | dp[num][cnt][st]: 0
num: 8 | cnt: 7 | st: 1 | dp[num][cnt][st]: 1
num: 8 | cnt: 7 | st: 2 | dp[num][cnt][st]: 0
num: 8 | cnt: 7 | st: 3 | dp[num][cnt][st]: 0
num: 8 | cnt: 7 | st: 4 | dp[num][cnt][st]: 0
num: 8 | cnt: 7 | st: 5 | dp[num][cnt][st]: 0
num: 8 | cnt: 7 | st: 6 | dp[num][cnt][st]: 0
num: 8 | cnt: 7 | st: 7 | dp[num][cnt][st]: 0
num: 8 | cnt: 8 | st: 1 | dp[num][cnt][st]: 1
num: 8 | cnt: 8 | st: 2 | dp[num][cnt][st]: 0
num: 8 | cnt: 8 | st: 3 | dp[num][cnt][st]: 0
num: 8 | cnt: 8 | st: 4 | dp[num][cnt][st]: 0
num: 8 | cnt: 8 | st: 5 | dp[num][cnt][st]: 0
num: 8 | cnt: 8 | st: 6 | dp[num][cnt][st]: 0
num: 8 | cnt: 8 | st: 7 | dp[num][cnt][st]: 0
num: 9 | cnt: 2 | st: 1 | dp[num][cnt][st]: 1
num: 9 | cnt: 2 | st: 2 | dp[num][cnt][st]: 1
num: 9 | cnt: 2 | st: 3 | dp[num][cnt][st]: 1
num: 9 | cnt: 2 | st: 4 | dp[num][cnt][st]: 1
num: 9 | cnt: 2 | st: 5 | dp[num][cnt][st]: 0
num: 9 | cnt: 2 | st: 6 | dp[num][cnt][st]: 0
num: 9 | cnt: 2 | st: 7 | dp[num][cnt][st]: 0
num: 9 | cnt: 2 | st: 8 | dp[num][cnt][st]: 0
num: 9 | cnt: 3 | st: 1 | dp[num][cnt][st]: 4
num: 9 | cnt: 3 | st: 2 | dp[num][cnt][st]: 2
num: 9 | cnt: 3 | st: 3 | dp[num][cnt][st]: 1
num: 9 | cnt: 3 | st: 4 | dp[num][cnt][st]: 0
num: 9 | cnt: 3 | st: 5 | dp[num][cnt][st]: 0
num: 9 | cnt: 3 | st: 6 | dp[num][cnt][st]: 0
num: 9 | cnt: 3 | st: 7 | dp[num][cnt][st]: 0
num: 9 | cnt: 3 | st: 8 | dp[num][cnt][st]: 0
num: 9 | cnt: 4 | st: 1 | dp[num][cnt][st]: 5
num: 9 | cnt: 4 | st: 2 | dp[num][cnt][st]: 1
num: 9 | cnt: 4 | st: 3 | dp[num][cnt][st]: 0
num: 9 | cnt: 4 | st: 4 | dp[num][cnt][st]: 0
num: 9 | cnt: 4 | st: 5 | dp[num][cnt][st]: 0
num: 9 | cnt: 4 | st: 6 | dp[num][cnt][st]: 0
num: 9 | cnt: 4 | st: 7 | dp[num][cnt][st]: 0
num: 9 | cnt: 4 | st: 8 | dp[num][cnt][st]: 0
num: 9 | cnt: 5 | st: 1 | dp[num][cnt][st]: 5
num: 9 | cnt: 5 | st: 2 | dp[num][cnt][st]: 0
num: 9 | cnt: 5 | st: 3 | dp[num][cnt][st]: 0
num: 9 | cnt: 5 | st: 4 | dp[num][cnt][st]: 0
num: 9 | cnt: 5 | st: 5 | dp[num][cnt][st]: 0
num: 9 | cnt: 5 | st: 6 | dp[num][cnt][st]: 0
num: 9 | cnt: 5 | st: 7 | dp[num][cnt][st]: 0
num: 9 | cnt: 5 | st: 8 | dp[num][cnt][st]: 0
num: 9 | cnt: 6 | st: 1 | dp[num][cnt][st]: 3
num: 9 | cnt: 6 | st: 2 | dp[num][cnt][st]: 0
num: 9 | cnt: 6 | st: 3 | dp[num][cnt][st]: 0
num: 9 | cnt: 6 | st: 4 | dp[num][cnt][st]: 0
num: 9 | cnt: 6 | st: 5 | dp[num][cnt][st]: 0
num: 9 | cnt: 6 | st: 6 | dp[num][cnt][st]: 0
num: 9 | cnt: 6 | st: 7 | dp[num][cnt][st]: 0
num: 9 | cnt: 6 | st: 8 | dp[num][cnt][st]: 0
num: 9 | cnt: 7 | st: 1 | dp[num][cnt][st]: 2
num: 9 | cnt: 7 | st: 2 | dp[num][cnt][st]: 0
num: 9 | cnt: 7 | st: 3 | dp[num][cnt][st]: 0
num: 9 | cnt: 7 | st: 4 | dp[num][cnt][st]: 0
num: 9 | cnt: 7 | st: 5 | dp[num][cnt][st]: 0
num: 9 | cnt: 7 | st: 6 | dp[num][cnt][st]: 0
num: 9 | cnt: 7 | st: 7 | dp[num][cnt][st]: 0
num: 9 | cnt: 7 | st: 8 | dp[num][cnt][st]: 0
num: 9 | cnt: 8 | st: 1 | dp[num][cnt][st]: 1
num: 9 | cnt: 8 | st: 2 | dp[num][cnt][st]: 0
num: 9 | cnt: 8 | st: 3 | dp[num][cnt][st]: 0
num: 9 | cnt: 8 | st: 4 | dp[num][cnt][st]: 0
num: 9 | cnt: 8 | st: 5 | dp[num][cnt][st]: 0
num: 9 | cnt: 8 | st: 6 | dp[num][cnt][st]: 0
num: 9 | cnt: 8 | st: 7 | dp[num][cnt][st]: 0
num: 9 | cnt: 8 | st: 8 | dp[num][cnt][st]: 0
num: 9 | cnt: 9 | st: 1 | dp[num][cnt][st]: 1
num: 9 | cnt: 9 | st: 2 | dp[num][cnt][st]: 0
num: 9 | cnt: 9 | st: 3 | dp[num][cnt][st]: 0
num: 9 | cnt: 9 | st: 4 | dp[num][cnt][st]: 0
num: 9 | cnt: 9 | st: 5 | dp[num][cnt][st]: 0
num: 9 | cnt: 9 | st: 6 | dp[num][cnt][st]: 0
num: 9 | cnt: 9 | st: 7 | dp[num][cnt][st]: 0
num: 9 | cnt: 9 | st: 8 | dp[num][cnt][st]: 0
num: 10 | cnt: 2 | st: 1 | dp[num][cnt][st]: 1
num: 10 | cnt: 2 | st: 2 | dp[num][cnt][st]: 1
num: 10 | cnt: 2 | st: 3 | dp[num][cnt][st]: 1
num: 10 | cnt: 2 | st: 4 | dp[num][cnt][st]: 1
num: 10 | cnt: 2 | st: 5 | dp[num][cnt][st]: 1
num: 10 | cnt: 2 | st: 6 | dp[num][cnt][st]: 0
num: 10 | cnt: 2 | st: 7 | dp[num][cnt][st]: 0
num: 10 | cnt: 2 | st: 8 | dp[num][cnt][st]: 0
num: 10 | cnt: 2 | st: 9 | dp[num][cnt][st]: 0
num: 10 | cnt: 3 | st: 1 | dp[num][cnt][st]: 4
num: 10 | cnt: 3 | st: 2 | dp[num][cnt][st]: 3
num: 10 | cnt: 3 | st: 3 | dp[num][cnt][st]: 1
num: 10 | cnt: 3 | st: 4 | dp[num][cnt][st]: 0
num: 10 | cnt: 3 | st: 5 | dp[num][cnt][st]: 0
num: 10 | cnt: 3 | st: 6 | dp[num][cnt][st]: 0
num: 10 | cnt: 3 | st: 7 | dp[num][cnt][st]: 0
num: 10 | cnt: 3 | st: 8 | dp[num][cnt][st]: 0
num: 10 | cnt: 3 | st: 9 | dp[num][cnt][st]: 0
num: 10 | cnt: 4 | st: 1 | dp[num][cnt][st]: 7
num: 10 | cnt: 4 | st: 2 | dp[num][cnt][st]: 2
num: 10 | cnt: 4 | st: 3 | dp[num][cnt][st]: 0
num: 10 | cnt: 4 | st: 4 | dp[num][cnt][st]: 0
num: 10 | cnt: 4 | st: 5 | dp[num][cnt][st]: 0
num: 10 | cnt: 4 | st: 6 | dp[num][cnt][st]: 0
num: 10 | cnt: 4 | st: 7 | dp[num][cnt][st]: 0
num: 10 | cnt: 4 | st: 8 | dp[num][cnt][st]: 0
num: 10 | cnt: 4 | st: 9 | dp[num][cnt][st]: 0
num: 10 | cnt: 5 | st: 1 | dp[num][cnt][st]: 6
num: 10 | cnt: 5 | st: 2 | dp[num][cnt][st]: 1
num: 10 | cnt: 5 | st: 3 | dp[num][cnt][st]: 0
num: 10 | cnt: 5 | st: 4 | dp[num][cnt][st]: 0
num: 10 | cnt: 5 | st: 5 | dp[num][cnt][st]: 0
num: 10 | cnt: 5 | st: 6 | dp[num][cnt][st]: 0
num: 10 | cnt: 5 | st: 7 | dp[num][cnt][st]: 0
num: 10 | cnt: 5 | st: 8 | dp[num][cnt][st]: 0
num: 10 | cnt: 5 | st: 9 | dp[num][cnt][st]: 0
num: 10 | cnt: 6 | st: 1 | dp[num][cnt][st]: 5
num: 10 | cnt: 6 | st: 2 | dp[num][cnt][st]: 0
num: 10 | cnt: 6 | st: 3 | dp[num][cnt][st]: 0
num: 10 | cnt: 6 | st: 4 | dp[num][cnt][st]: 0
num: 10 | cnt: 6 | st: 5 | dp[num][cnt][st]: 0
num: 10 | cnt: 6 | st: 6 | dp[num][cnt][st]: 0
num: 10 | cnt: 6 | st: 7 | dp[num][cnt][st]: 0
num: 10 | cnt: 6 | st: 8 | dp[num][cnt][st]: 0
num: 10 | cnt: 6 | st: 9 | dp[num][cnt][st]: 0
num: 10 | cnt: 7 | st: 1 | dp[num][cnt][st]: 3
num: 10 | cnt: 7 | st: 2 | dp[num][cnt][st]: 0
num: 10 | cnt: 7 | st: 3 | dp[num][cnt][st]: 0
num: 10 | cnt: 7 | st: 4 | dp[num][cnt][st]: 0
num: 10 | cnt: 7 | st: 5 | dp[num][cnt][st]: 0
num: 10 | cnt: 7 | st: 6 | dp[num][cnt][st]: 0
num: 10 | cnt: 7 | st: 7 | dp[num][cnt][st]: 0
num: 10 | cnt: 7 | st: 8 | dp[num][cnt][st]: 0
num: 10 | cnt: 7 | st: 9 | dp[num][cnt][st]: 0
num: 10 | cnt: 8 | st: 1 | dp[num][cnt][st]: 2
num: 10 | cnt: 8 | st: 2 | dp[num][cnt][st]: 0
num: 10 | cnt: 8 | st: 3 | dp[num][cnt][st]: 0
num: 10 | cnt: 8 | st: 4 | dp[num][cnt][st]: 0
num: 10 | cnt: 8 | st: 5 | dp[num][cnt][st]: 0
num: 10 | cnt: 8 | st: 6 | dp[num][cnt][st]: 0
num: 10 | cnt: 8 | st: 7 | dp[num][cnt][st]: 0
num: 10 | cnt: 8 | st: 8 | dp[num][cnt][st]: 0
num: 10 | cnt: 8 | st: 9 | dp[num][cnt][st]: 0
num: 10 | cnt: 9 | st: 1 | dp[num][cnt][st]: 1
num: 10 | cnt: 9 | st: 2 | dp[num][cnt][st]: 0
num: 10 | cnt: 9 | st: 3 | dp[num][cnt][st]: 0
num: 10 | cnt: 9 | st: 4 | dp[num][cnt][st]: 0
num: 10 | cnt: 9 | st: 5 | dp[num][cnt][st]: 0
num: 10 | cnt: 9 | st: 6 | dp[num][cnt][st]: 0
num: 10 | cnt: 9 | st: 7 | dp[num][cnt][st]: 0
num: 10 | cnt: 9 | st: 8 | dp[num][cnt][st]: 0
num: 10 | cnt: 9 | st: 9 | dp[num][cnt][st]: 0
num: 10 | cnt: 10 | st: 1 | dp[num][cnt][st]: 1
num: 10 | cnt: 10 | st: 2 | dp[num][cnt][st]: 0
num: 10 | cnt: 10 | st: 3 | dp[num][cnt][st]: 0
num: 10 | cnt: 10 | st: 4 | dp[num][cnt][st]: 0
num: 10 | cnt: 10 | st: 5 | dp[num][cnt][st]: 0
num: 10 | cnt: 10 | st: 6 | dp[num][cnt][st]: 0
num: 10 | cnt: 10 | st: 7 | dp[num][cnt][st]: 0
num: 10 | cnt: 10 | st: 8 | dp[num][cnt][st]: 0
num: 10 | cnt: 10 | st: 9 | dp[num][cnt][st]: 0
num: 11 | cnt: 2 | st: 1 | dp[num][cnt][st]: 1
num: 11 | cnt: 2 | st: 2 | dp[num][cnt][st]: 1
num: 11 | cnt: 2 | st: 3 | dp[num][cnt][st]: 1
num: 11 | cnt: 2 | st: 4 | dp[num][cnt][st]: 1
num: 11 | cnt: 2 | st: 5 | dp[num][cnt][st]: 1
num: 11 | cnt: 2 | st: 6 | dp[num][cnt][st]: 0
num: 11 | cnt: 2 | st: 7 | dp[num][cnt][st]: 0
num: 11 | cnt: 2 | st: 8 | dp[num][cnt][st]: 0
num: 11 | cnt: 2 | st: 9 | dp[num][cnt][st]: 0
num: 11 | cnt: 2 | st: 10 | dp[num][cnt][st]: 0
num: 11 | cnt: 3 | st: 1 | dp[num][cnt][st]: 5
num: 11 | cnt: 3 | st: 2 | dp[num][cnt][st]: 3
num: 11 | cnt: 3 | st: 3 | dp[num][cnt][st]: 2
num: 11 | cnt: 3 | st: 4 | dp[num][cnt][st]: 0
num: 11 | cnt: 3 | st: 5 | dp[num][cnt][st]: 0
num: 11 | cnt: 3 | st: 6 | dp[num][cnt][st]: 0
num: 11 | cnt: 3 | st: 7 | dp[num][cnt][st]: 0
num: 11 | cnt: 3 | st: 8 | dp[num][cnt][st]: 0
num: 11 | cnt: 3 | st: 9 | dp[num][cnt][st]: 0
num: 11 | cnt: 3 | st: 10 | dp[num][cnt][st]: 0
num: 11 | cnt: 4 | st: 1 | dp[num][cnt][st]: 8
num: 11 | cnt: 4 | st: 2 | dp[num][cnt][st]: 3
num: 11 | cnt: 4 | st: 3 | dp[num][cnt][st]: 0
num: 11 | cnt: 4 | st: 4 | dp[num][cnt][st]: 0
num: 11 | cnt: 4 | st: 5 | dp[num][cnt][st]: 0
num: 11 | cnt: 4 | st: 6 | dp[num][cnt][st]: 0
num: 11 | cnt: 4 | st: 7 | dp[num][cnt][st]: 0
num: 11 | cnt: 4 | st: 8 | dp[num][cnt][st]: 0
num: 11 | cnt: 4 | st: 9 | dp[num][cnt][st]: 0
num: 11 | cnt: 4 | st: 10 | dp[num][cnt][st]: 0
num: 11 | cnt: 5 | st: 1 | dp[num][cnt][st]: 9
num: 11 | cnt: 5 | st: 2 | dp[num][cnt][st]: 1
num: 11 | cnt: 5 | st: 3 | dp[num][cnt][st]: 0
num: 11 | cnt: 5 | st: 4 | dp[num][cnt][st]: 0
num: 11 | cnt: 5 | st: 5 | dp[num][cnt][st]: 0
num: 11 | cnt: 5 | st: 6 | dp[num][cnt][st]: 0
num: 11 | cnt: 5 | st: 7 | dp[num][cnt][st]: 0
num: 11 | cnt: 5 | st: 8 | dp[num][cnt][st]: 0
num: 11 | cnt: 5 | st: 9 | dp[num][cnt][st]: 0
num: 11 | cnt: 5 | st: 10 | dp[num][cnt][st]: 0
num: 11 | cnt: 6 | st: 1 | dp[num][cnt][st]: 7
num: 11 | cnt: 6 | st: 2 | dp[num][cnt][st]: 0
num: 11 | cnt: 6 | st: 3 | dp[num][cnt][st]: 0
num: 11 | cnt: 6 | st: 4 | dp[num][cnt][st]: 0
num: 11 | cnt: 6 | st: 5 | dp[num][cnt][st]: 0
num: 11 | cnt: 6 | st: 6 | dp[num][cnt][st]: 0
num: 11 | cnt: 6 | st: 7 | dp[num][cnt][st]: 0
num: 11 | cnt: 6 | st: 8 | dp[num][cnt][st]: 0
num: 11 | cnt: 6 | st: 9 | dp[num][cnt][st]: 0
num: 11 | cnt: 6 | st: 10 | dp[num][cnt][st]: 0
num: 11 | cnt: 7 | st: 1 | dp[num][cnt][st]: 5
num: 11 | cnt: 7 | st: 2 | dp[num][cnt][st]: 0
num: 11 | cnt: 7 | st: 3 | dp[num][cnt][st]: 0
num: 11 | cnt: 7 | st: 4 | dp[num][cnt][st]: 0
num: 11 | cnt: 7 | st: 5 | dp[num][cnt][st]: 0
num: 11 | cnt: 7 | st: 6 | dp[num][cnt][st]: 0
num: 11 | cnt: 7 | st: 7 | dp[num][cnt][st]: 0
num: 11 | cnt: 7 | st: 8 | dp[num][cnt][st]: 0
num: 11 | cnt: 7 | st: 9 | dp[num][cnt][st]: 0
num: 11 | cnt: 7 | st: 10 | dp[num][cnt][st]: 0
num: 11 | cnt: 8 | st: 1 | dp[num][cnt][st]: 3
num: 11 | cnt: 8 | st: 2 | dp[num][cnt][st]: 0
num: 11 | cnt: 8 | st: 3 | dp[num][cnt][st]: 0
num: 11 | cnt: 8 | st: 4 | dp[num][cnt][st]: 0
num: 11 | cnt: 8 | st: 5 | dp[num][cnt][st]: 0
num: 11 | cnt: 8 | st: 6 | dp[num][cnt][st]: 0
num: 11 | cnt: 8 | st: 7 | dp[num][cnt][st]: 0
num: 11 | cnt: 8 | st: 8 | dp[num][cnt][st]: 0
num: 11 | cnt: 8 | st: 9 | dp[num][cnt][st]: 0
num: 11 | cnt: 8 | st: 10 | dp[num][cnt][st]: 0
num: 11 | cnt: 9 | st: 1 | dp[num][cnt][st]: 2
num: 11 | cnt: 9 | st: 2 | dp[num][cnt][st]: 0
num: 11 | cnt: 9 | st: 3 | dp[num][cnt][st]: 0
num: 11 | cnt: 9 | st: 4 | dp[num][cnt][st]: 0
num: 11 | cnt: 9 | st: 5 | dp[num][cnt][st]: 0
num: 11 | cnt: 9 | st: 6 | dp[num][cnt][st]: 0
num: 11 | cnt: 9 | st: 7 | dp[num][cnt][st]: 0
num: 11 | cnt: 9 | st: 8 | dp[num][cnt][st]: 0
num: 11 | cnt: 9 | st: 9 | dp[num][cnt][st]: 0
num: 11 | cnt: 9 | st: 10 | dp[num][cnt][st]: 0
num: 11 | cnt: 10 | st: 1 | dp[num][cnt][st]: 1
num: 11 | cnt: 10 | st: 2 | dp[num][cnt][st]: 0
num: 11 | cnt: 10 | st: 3 | dp[num][cnt][st]: 0
num: 11 | cnt: 10 | st: 4 | dp[num][cnt][st]: 0
num: 11 | cnt: 10 | st: 5 | dp[num][cnt][st]: 0
num: 11 | cnt: 10 | st: 6 | dp[num][cnt][st]: 0
num: 11 | cnt: 10 | st: 7 | dp[num][cnt][st]: 0
num: 11 | cnt: 10 | st: 8 | dp[num][cnt][st]: 0
num: 11 | cnt: 10 | st: 9 | dp[num][cnt][st]: 0
num: 11 | cnt: 10 | st: 10 | dp[num][cnt][st]: 0
num: 12 | cnt: 2 | st: 1 | dp[num][cnt][st]: 1
num: 12 | cnt: 2 | st: 2 | dp[num][cnt][st]: 1
num: 12 | cnt: 2 | st: 3 | dp[num][cnt][st]: 1
num: 12 | cnt: 2 | st: 4 | dp[num][cnt][st]: 1
num: 12 | cnt: 2 | st: 5 | dp[num][cnt][st]: 1
num: 12 | cnt: 2 | st: 6 | dp[num][cnt][st]: 1
num: 12 | cnt: 2 | st: 7 | dp[num][cnt][st]: 0
num: 12 | cnt: 2 | st: 8 | dp[num][cnt][st]: 0
num: 12 | cnt: 2 | st: 9 | dp[num][cnt][st]: 0
num: 12 | cnt: 2 | st: 10 | dp[num][cnt][st]: 0
num: 12 | cnt: 2 | st: 11 | dp[num][cnt][st]: 0
num: 12 | cnt: 3 | st: 1 | dp[num][cnt][st]: 5
num: 12 | cnt: 3 | st: 2 | dp[num][cnt][st]: 4
num: 12 | cnt: 3 | st: 3 | dp[num][cnt][st]: 2
num: 12 | cnt: 3 | st: 4 | dp[num][cnt][st]: 1
num: 12 | cnt: 3 | st: 5 | dp[num][cnt][st]: 0
num: 12 | cnt: 3 | st: 6 | dp[num][cnt][st]: 0
num: 12 | cnt: 3 | st: 7 | dp[num][cnt][st]: 0
num: 12 | cnt: 3 | st: 8 | dp[num][cnt][st]: 0
num: 12 | cnt: 3 | st: 9 | dp[num][cnt][st]: 0
num: 12 | cnt: 3 | st: 10 | dp[num][cnt][st]: 0
num: 12 | cnt: 3 | st: 11 | dp[num][cnt][st]: 0
num: 12 | cnt: 4 | st: 1 | dp[num][cnt][st]: 10
num: 12 | cnt: 4 | st: 2 | dp[num][cnt][st]: 4
